GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research
0.9446153399998463,0.32664268766349824,0.008828180747662114,0.0102995442056058,0.011770907663549487,0.025984278667285494,0.0029427269158873717
0.9429394411152794,0.3312223986196076,0.011935942292598473,0.011935942292598473,0.01491992786574809,0.025483236794697738,0.0
0.9472659203616434,0.3188815969534245,0.009378870498630131,0.010942015581735154,0.009378870498630131,0.026573466412785372,0.0
0.9461452557823783,0.3224125553143773,0.006026402903072473,0.0075330036288405915,0.012052805806144946,0.024919176004204676,0.0
0.9451415005639304,0.32527597097330074,0.00920592370679153,0.010740244324590118,0.007671603088992941,0.02519354454425282,0.0030686412355971767
0.9513207490794013,0.3070718873610726,0.009031526098855077,0.0060210173992367175,0.009031526098855077,0.022277764377175855,0.0
0.9467876901034327,0.320542540850065,0.005935972978704907,0.007419966223381134,0.008903959468057361,0.025999561646727492,0.0
0.945554541165018,0.3239399816954228,0.011673512853889111,0.008755134640416834,0.008755134640416834,0.026294587703385223,0.0029183782134722777
0.9470888386569287,0.31975668186166406,0.006090603464031696,0.009135905196047544,0.006090603464031696,0.024727850063968684,0.003045301732015848
0.9462835105060693,0.3215526492010915,0.01531203091433769,0.010718421640036384,0.010718421640036384,0.026214196925346128,0.0
0.9530408501258325,0.30159520573602294,0.006031904114720459,0.004523928086040344,0.009047856172080688,0.024610168788059474,0.0030159520573602295
0.9413895508599489,0.3354052591387243,0.014092657947005222,0.0126833921523047,0.014092657947005222,0.026888791362885963,0.0028185315894010445
0.9457820463213548,0.3230209450512935,0.011640394416262828,0.011640394416262828,0.013095443718295682,0.026510998283038587,0.002910098604065707
0.9424154180594738,0.33261720637393194,0.013859050265580496,0.012473145239022447,0.012473145239022447,0.026609376509914552,0.002771810053116099
0.9505594995736356,0.3094103069081968,0.0063795939568700374,0.0063795939568700374,0.009569390935305056,0.022998436214516485,0.0
0.9441960052511397,0.32763899235843963,0.0089356088825029,0.011914145176670533,0.01340341332375435,0.027134465639867135,0.0029785362941676333
0.9479618795473436,0.3170033294949316,0.006096217874902531,0.007620272343628164,0.01066838128107943,0.025847963789586734,0.0
0.9442774129460617,0.3271964288019788,0.0143507205614903,0.012915648505341269,0.0143507205614903,0.02637662439201917,0.0028701441122980596
0.9408946340542275,0.33742428255737816,0.012977857021437621,0.006488928510718811,0.008111160638398512,0.02420370334498116,0.0
0.9458589362123659,0.32334474816205483,0.006043827068449623,0.007554783835562028,0.006043827068449623,0.025686265040910896,0.0030219135342248113
0.9493763972130987,0.3124145971659718,0.009099454286387528,0.01213260571518337,0.01213260571518337,0.026540075001963623,0.0
0.9398335084721509,0.33993977966013966,0.01142654721546688,0.01285486561740024,0.01285486561740024,0.026166793123419154,0.00285663680386672
0.9479150538114763,0.3169684407066766,0.008970804925660658,0.011961073234214211,0.010465939079937436,0.0254172806227052,0.002990268308553553
0.9508396325373702,0.3081424735074811,0.008804070671642317,0.008804070671642317,0.011738760895523089,0.025678539458956758,0.0
0.9485695819901718,0.31519866987761197,0.008920717072007886,0.010407503250675866,0.007433930893339905,0.02476985773660856,0.002973572357335962
